review,rating,sentiment
"Usei o App anos atrás e já não tenho mais o número de celular.

Quando tento me cadastrar com o novo numero, dá erro dizendo que meu email já está registrado.

Não existe uma forma de acessar o cadastro anterior nem pelo App, nem pelo site.

A Ajuda deles só está disponível dentro App apos o login - parece piada, mas não é.
A unica Central telefonica que encontrei 0300 313-9999 nem completa a ligação.

Não sei como uma empresa baseada em software pode ser tão ruim e se esforçar tanto para não oferecer suporte ao cliente.

Mas esperar o que de uma empresa Chinesa 🇨🇳",1,0
"Muito tempo de espera, motoristas vivem cancelando depois de aceitarem a corrida por minutos. Ridículo e estressante.",1,0
Acho um absurdo o usuário ser cobrado taxa de cancelamento e o motorista não ser penalizado quando cancela uma corrida depois de já ter aceitado. Acho que o usuário deveria também receber um valor de crédito toda vez que um motorista cancela a corrida.,3,1
"Gps comete muitos erros e cria rotas incoerentes, carros velhos e motoristas mal educados. Arriscado utilizar a plataforma. Recomendo o concorrente Uber que tem mais critérios de qualidade e segurança",2,0
"Roubaram minha conta, estão usando não sei para o que pois todos os dias recebe e-mail de corridas de moto. Já envolvi o suporte e a conta não é deletada. Acredito que estão usando minha conta para roubar motos ou coisa do tipo. Moro no exterior e não consigo recuperar a conta. Exatamente difícil contato com o suporte, desde quando morava no Brasil (então se vc tiver problemas com app, se prepare). Além disso, não tem verificação nenhuma de segurança. Respostas prontas de robô quando solicito ajuda do suporte. Péssimo serviço.",1,0
Desejo cancelar essa conta. Fizeram uma conta com meu e-mail.,1,0
"Desembarcando de um voo no aeroporto de Congonhas, pedi uma corrida com embarque na área coberta (piso inferior) e segui as instruções do app, chegando à área de embarque selecionada. O motorista, porém, quando marcou no app que tinha chegado, estava no local errado (como ele mesmo afirmou), que era a área descoberta do piso superior, na qual inclusive é permitido apenas desembarque e embarque de táxi, e não é permitido embarque de aplicativo de transporte. Fiquei 9 minutos esperando ele fazer uma volta, já que ele estava no local errado, e no final ele cancelou dizendo que estava na área descoberta (que não era o ponto de embarque correto que havia sido selecionado, pois estava chovendo e por isso eu selecionei a área coberta) e que não podia entrar na área coberta, o que NÃO É VERDADE pois esse era justamente o ponto que eu tinha SELECIONADO NO APLICATIVO e seguido AS INTRUÇÕES DO PRÓPRIO APLICATIVO PARA CHEGAR, além de ser a área corretamente INDICADA para embarque de transporte de aplicativo pelas PLACAS DO PRÓPRIO AEROPORTO. Recebi uma cobrança de taxa de cancelamento, quando em todo momento eu estava exatamente no local do ponto de embarque selecionado, no qual o motorista nunca chegou. Logo após pedi outra corrida e consegui rapidamente embarcar no mesmo local que eu estava, comprovando que eu estava no local correto. Não fui desrespeitada apenas pelo primeiro motorista que não foi para o local correto, mas também pela própria 99 que se recusa a resolver meu problema. Quando fui contestar a cobrança da taxa de cancelamento, recebi uma resposta automática dizendo que não seria possível o reembolso pois o motorista chegou ao local de embarque e esperou 9 minutos, sendo que esse tempo todo o motorista NUNCA chegou ao local de embarque correto, como ELE MESMO AFIRMA NOS PRINTS DO CHAT DO APLICATIVO e que inclusive é possível ver o DESVIO DE ROTA dele no print enquanto teoricamente já era pra ele ter chegado no local de ponto de embarque. Fiquei horas tentando resolver o problema e recebendo apenas respostas automáticas, depois horas esperando na fila de espera do chat de atendimento ao vivo do aplicativo, para no fim receber uma mensagem dizendo que analisaram minha solicitação mas apenas repetindo o mesmo texto da mensagem automática, o que claramente não é verdade, pois se realmente tivessem analisado veriam que a mensagem simplesmente não condiz com a realidade apresentada e comprovada pelos prints (que também poderiam ser verificados no chat que fica salvo no próprio aplicativo). O atendimento foi completamente ineficiente, ineficaz e inclusive des.onesto, já que enviaram uma resposta que não faz sentido. Fui completamente desrespeitada, já que sequer analisaram meu caso de fato depois de todas as horas que perdi. Exijo mais uma vez o meu reembolso, além da melhora dos canais de atendimento da 99, que no momento são completamente ineficazes. A 99 não está perdendo somente uma cliente assídua, mas toda a minha família que também costumava usar o app frequentemente, pois a 99 costumava ser a nossa primeira opção, mas depois de todo esse transtorno vemos que a empresa não leva o cliente a sério, além de ser completamente não confiável, já que o motorista pode dizer que chegou no embarque estando num lugar completamente diferente, cancelar a corrida e a 99 ainda vai cobrar do passageiro injusta e desonestamente.",1,0
"Podiam aceitar pagamento no app pelo Apple Pay, inclusive para pagamento de boleto. Podia ser uma opção o sistema de pagamentos de vocês é tão instável.",3,1
"Aplicativo ficou inutilizável, não consegui usar na última vez. Foi desesperador, pois tinha pressa para pegar um táxi. 
O aplicativo gerava erro para pagar com Apple Pay o adicional de uma corrida antiga (que já foi uma surpresa enorme). Meu cartões cadastrados estavam vencidos e não tinha em mãos para atualizar. 
Com isso, não conseguia nem pedir corrida para pagar no próprio táxi. 
Até agora não encontrei onde atualizo os cartões. 
E para piorar, a cada tela alterada aparecida um pop-up de promoção, aviso, desconto, etc. 
Devia ter uma opção de descartar e não voltar a aparecer.",1,0
O motorista que chamei foi embora com outro passageiro e ainda me cobraram uma taxa de cancelamento. É um absurdo! 1 estrela é o que merecem.,1,0
"Minha conta tem paypal como forma de pagamento não consigo remover ..
Ligo no sistema de suporte e à ligação fica caindo preciso arrumar esse problema imediato pois preciso pegar carona e arrumar minha forma de pagamento…..",2,0
"Nao existe diferença de valor entre o taxi black e o comum, porem a qualidade dos veículos é enorme.

Existem taxis blacks q não merecem nenhuma estrela. Qual é o padrão usado por vocês para classificar os carros?

Continuo usando os taxis nos quais eu tenho o contato direto.

Boa sorte",1,0
"Gostaria de elogiar o belíssimo trabalho do motorista de aplicativo Wilson porque além da atenção dispensada é entendido no assunto, tem um bom papo e conhecimento do que ele está fazendo. Recomendo o trabalho dele!",5,1
Vocês detonaram a rentabilidade da carteira. Saindo do app. AGORA,1,0
Os motoristas só estão aceitando corridas se forem valores absurdos 10mim esperando devia fazer igual a Uber manda embora um monte por ficar escolhendo que corrida pegão.,1,0
"Reserve pelo menos 40 min do seu trajeto só para conseguir um carro.
Até lá, pelo menos 6 motoristas vão cancelar",1,0
"Criaram uma conta com meu e-mail, nem moro no lugar onde fizeram a tal conta, continuo recebendo e-mails, já tentei mandar e-mails (com o que gosta no aplicativo) e nada!!! Não consigo de forma alguma cancelar e eu acho um absurdo, sinto minha vida invadida todos os dias recebendo recibo de corridas em nomes de pessoas que nunca vi na vida! Vocês poderiam vim com uma solução?",1,0
Muito bom ter outra opção além do Uber. 99 atende bem e possui boa frota em Vitória-ES.,5,1
"Comprei um cupom e não valida, pura enganação!!
nunca mais!!!",1,0
"Fake promos, robotic automated replies by email. 
40% off promos, 100% charges on statements. 

The promotion never applies, excuses are infinite: 
👉🏻 Para essa promoção, uma atividade incomum do perfil foi detectada e por motivo de segurança não será possível usar cupons temporariamente. Por esse motivo, no momento não será possível utilizá-lo.

👉🏻Analisamos sua solicitação sobre os cupons que não são aplicados em suas corridas para entender a razão disso acontecer e verificamos que nem todos os requisitos para que os cupons possam ser aplicados foram atingidos, como por exemplo o tipo de corrida Compartilha/Não compartilha não cumpriu as regras do cupom.",1,0
"Olá, estou insatisfeita porque cool o crédito no 99pay mas, não me dá a opção de usar para pagar a corrida, se esse problema não for resolvido vou parar de usar o 99.",1,0
"Não consigo usar nenhum desconto, o método de pagamento nunca é aceito.",1,0
"Fui utilizar o 99 food e tive uma experiência tão ruim que fui obrigado a vir e fazer um review. Há alguns dias estou recebendo inúmeras mensagens da 99 sobre cupom de desconto no primeiro pedido e hoje decidi utilizar. Primeira impressão foi de poucos restaurantes no aplicativo e, quando achei um que agradasse, ele já não estava aceitando mais pedidos. Parti pro próximo e demorei 30 minutos para fazer um pedido de 8 tipos diferentes de comida para minha família, porém na hora do pagamento não consegui aplicar o cupom de 1 pedido e nem completar o pedido por “erro com método de pagamento”. Tentei 3 cartões diferentes e o problema persistiu. Enfim, não conseguimos pedir e fomos pro IFood.",1,0
"Pedi uma rota porém em 1/3 do caminho pedi para parar, pois apareceu uma reunião, me cobraram o preço cheio.",1,0
Bloquearam meu cartao,1,0
Usuário do 99 desde 2016. Tive que desativar as notificações no iOS pq no app não tem a opção de desativar as notificações de promoções do 99 Food. :(,1,0
"A ultima atualização do aplicativo é realmente muito ruim. É instável e incapaz de determinar a localização com minima precisão. Alem disso, tenho tido problemas com motoristas cancelando viagens com frequência e marcando que estiveram no local mas na realidade não estão.",1,0
"Sem support, impossível falar com alguém da 99",1,0
Sempre ganho cupons de desconto,5,1
"5 viagem q eu tenho q esperar mais de 10 min pra chegar o motorista, tá demorando muito pq eles aceitam a corrida, sendo q ta na metade da outra!",1,0
"Muito bom ter a opição de transporte por aplicativo, mostra desenvolvimento da cidade",5,1
Tenho sempre que pagar com dinheiro,2,0
Obrigada pela viagem super agradável! Jesus continue abençoando você em todas as áreas,5,1
Motoristas homofóbicos,1,0
Teve o previlégio de andar o sr Ricardo ele dirige  muito bem é bastante atencioso e o carro é muito limpo,5,1
Deveriam incluir uma opção para diminuir a quantidade de notificações com “promoções”,1,0
"Problemas ao determinar local de buscar, pois o app induz o passageiro informar por proximidade o que não é a melhor opção. Precisa digitar o endereço inteiro.",5,1
A edição de endereço de saída é péssima .... uso iPhone,3,1
Esse aplicativo deixou uma pessoa aleatória utilizar meu email pra fazer corridas sem fazer nenhuma verificação!! Não paro de receber mensagem de corridas feita pela pessoa e nem consigo me registrar no app pra fazer reclamação!,1,0
Tive muita dificuldade pra atualizar um cartão vencido,1,0
O POP tá virando Táxi??? O que é esta dinâmica?? Vão perder uma cliente.,1,0
"Tudo bem, podemos pegar corridas mais baratas mas todos os problemas que tive com eles o suporte foi muuuiuito ruim. Pra que ter suporte no app qdo nao respondem? Motoristas mal informados e atendentes pior ainda..",1,0
"Aplicativo de umas atualizações para cá (1 ano) só dor de cabeça uma pena, empresa cresce e fica tão ruim. Só tenho problemas corridas fantasmas, motoristas que pegam a corrida ficam parados no mapa e quando ligamos estão em outra corrida no mesmo app e para cancelar tenho que pagar 5 reais. E tenho a infelicidade de usar no IOS e Android para garantir a má experiência e danos que sofro como usuário. Infelizmente minha empresa só utiliza a 99 não temo opções. Que venho muitos concorrentes de Táxi só a concorrência para trazer a reflexão e reação de melhorar. Hoje não merecem ser unicórnio!",1,0
"Já tem mais de 1 mês que não consigo pegar corrida pq o app está com problema no pedido das corridas, não consigo pagar nem com PayPal, nem crédito.... somente dinheiro. Fora os erros de cálculo que vc fica dias p resolver e da graças a Deus Qnd te disponibilizam crédito para usar, quando o certo era estornar e cobrar o valor certo. 

Os descontos não são ofertados igualmente para todos os clientes, minha esposa recebe direto desconto p pagar em cash, (Ela tbm tá com problema no pg), coisa q nunca recebi...",1,0
Os taxis demoras horas pra chegar e muitas vezes cancelam depois de a pessoa ter esperado um tempao.,2,0
Excelente motorista. Educado responsavel e muito bonitão,5,1
Coupon de desconto nunca aplica e o suporte só ignora.,1,0
GPS não localiza corretamente local aonde estou.,4,1
"Pela segunda vez consecutiva, tenho problemas com a 99, o motorista me deixa na porta de casa, encerra a corrida mas o app da 99 conta a corrida como se ainda estivesse rodando. Depois de horas finaliza cobrando um valor muito acima! Daí preciso ficar pendurado no telefone pra conseguir contestar o valor abusivo!",2,0
"A atualização do aplicativo ficou péssima.
Não se pode mudar um endereço depois de iniciada a corrida.
Motorista que aceitam corridas e não aparecem ganham a taxa de cancelamento sem o usuário poder recorrer ou explicar o que ocorreu.
Realmente uma pena um bom serviço estar deteriorando tanto.",1,0
"eu pedi um carro e o aplicativo me passou o preço fixo de quanto iria ficar minha corrida. mas quando cheguei no meu destino final de 145,00 reais,  foi para 235,40 . achei uma diferença absurda entre os valores que eu tive que pagar  sendo que eu não parei no meu caminho e nem fiz alterações no meu destino.",1,0
O GPS do aplicativo muda o local de nos buscar após já termos confirmado no pedido,3,1
O 99 evoluiu muito e está mais em conta que o Uber em vários percursos!!,5,1
"Uma vez instalado, o aplicativo vive mandando propaganda para nossos telefones. Acabei de receber: ""Cães ou gatos?"".
POR QUE????",1,0
"Gente boa!
Recomendo",5,1
"Fazem autenticação em 2 etapas por envio de código e o código não chega nem por SMS, nem por email.",1,0
Baixei ontem e já utilizei 2x. Gostei das promoções e preço justo. Mas em meia hora dois motoristas cancelaram minha corrida. Sorte que o terceiro motorista foi bastante simpático e fez um caminho curto pra eu não perder minha consulta com hora marcada.,3,1
Demora para achar/incluir o endereço de destino e saída.,1,0
Muito bom,5,1
Melhores preços com toda certeza.,5,1
"Não há mais condições de usar a 99, serviço péssimo e aplicativo pior ainda. Você fica olhando no mapa o carro indo na direção contrária depois de minutos esperando - o motorista não quer cancelar e fica enrolando e desperdiçando seu tempo! Desde alguns meses estou sempre atrasada por culpa desse app! Vou fazer a empresa parar de usá-lo.",1,0
"Crítica construtiva. Deveria, na hora de fazer o pedir, colocar o custo exato da corrida. Quando solicitei me mostrou que seria 8 reais e centavos. No final custou quase 12 reais. Isso não é legal! Mas, mesmo assim, darei mais um voto de confiança.",5,1
"Simplesmente impossível de conseguir usar esse app, nunca conecta. Já instalei e desinstalei várias vezes e nada. Consegui, por um milagre, fazer uma única viagem. Lamentável.",1,0
"Fui usuário da 99 pop há muito tempo. Sempre utilizei o app normalmente quando, de repente, não conseguia mais acessar minha conta. Sempre aparecia que meu e-mail/número de telefone já haviam sido cadastrados, o que ocasionava algum tipo de erro. Ao entrar em contato com o SAC, me pediram diversas informações, demorando semanas para explicar o que estava ocorrendo, até que finalmente me disseram que eu havia sido banido (?) do serviço, sem sequer me explicarem qual parte dos termos de uso violei. Ao perguntar a respeito, simplesmente me enviaram mais uma resposta automática! Fiquei sinceramente desapontado, sempre me dei bem com os(as) motoristas e sempre tive o app como 1ª opção em relação a outros aplicativos como Uber e Cabify.",1,0
Minha corrida ficou mais cara que o taxímetro.,1,0
O preço inicial não condiz com o final.,1,0
Peguei uma corrida q era pra ser de 29 reais e agora tá aparecendo pra mim q é mais de 40 reais! Estou indignado,1,0
"Tive uma experiência muito ruim com Haroldo, placa FQW6040. RE aceitou minha corrida, depois não queria mas fazer o trecho (mas também não queria cancelar). Então ficou inventando que estava longe, preso no trânsito, mas eu via no mapa que ele estava a menos de 39 metros. Então escrevi para ele dizendo que ele estava mentindo e eu não iria cancelar a corrida. Somente então ele cancelou. Extremamente mau caráter. Deveria ser descredenciado. Tenho foto para provar. Aguardo retorno.",3,1
"O valor da corrida sempre é acima do valor mostrado no aplicativo, paguei 35% a mais do mostrado no aplicativo , não baixem . Depois dessa voltei para o Uber e para o cabify. 99 nunca mais",1,0
"Habilitar alterar minha localização, arrastando o ícone onde informa onde estou.",2,0
"o preço que mostra antes da corrida não é o qe vai dar, na verdade da geralmente o dobro. e não, eles não devolvem se você reclama, na verdade eles nem respondem às reclamações. use outro app de taxi que não te engane.",1,0
Os taxistas ultimamente têm ignorado minhas corridas Corporativas de preço cheio. Invariavelmente tenho que cancelar 3/4 corridas até que alguém aceite.,1,0
Muito bom me atendeu de forma excelente,4,1
"O aplicativo no geral funciona bem, mas os valores estimas são muito imprecisos. A última mesma que fiz ele estimou 8 reais, mas acabou cobrando 13 reais no final da corrida. Ou seja, quase 70% mais alto que o que esperava. Nesse quesito o Uber é muito superior, por isso costumo dar preferencia para o App da Uber.",2,0
"esse é um belo exemplo de uma “cagada” feita por uma empresa... o aplicativo anterior funcionava, o atual ficou um lixo! que tipo de gente ta desenvolvendo e testando esse app?? pedi por uma corrida, que pra minha surpresa demoraria 15 minutos pra chegar... tentei cancelar centenas de vezes... o pior, o aplicativo entrou em “loop” e conforme as corridas iam sendo cancelas pelos motoristas, o aplicativo solicitaca outra corrida automaticamente!!! que palhaçada... esse é o famoso tiro no pé! querem ser melhor que uber mas fizeram um trabalho porco no novo aplicativo!! Diretoria do Uber ta rindo a toa agora que o 99 se suicidou!",1,0
Após a venda o novo app simplesmente não funciona! Já abri chamados e nem retorno tive! Apagando esta tranqueira!!!!,1,0
Não se pode mudar o trajeto no meio da corrida e está mais caro wue os concorrentes,2,0
"Cada vez que uso la app tengo
Algún tipo de disconformidad ya que siempre ocurre algo, o el taxi cambia la ruta o el monto real final es mucho mayor al estimado. Podría utilizar más el servicio si fueran más transparentes en sus tarifas.",3,1
"Aplicativo horroroso. Difícil conseguir corridas, os motoristas não finalizam as viagens e a interface é muito ruim. Não baixem!",1,0
A cada 10 corridas que peço 7 tem problema ou são canceladas um pouco antes do motorista chegar.,1,0
"O app costumava ser bom, mas na nova versão os motoristas conseguem iniciar e finalizar as corridas mesmo estando a quadras de distância de você. Você será cobrado integralmente neste caso e o suporte do app é horrível, cheio de erros, mensagens em chinês e no fim te faz preencher tudo num formulário burro que da erro para enviar. 
Se você gosta do seu dinheiro, não use!!",1,0
Esta péssimo!!! Estão perdendo usuários!,1,0
"Nao da pra mudar o destino no meio do caminho, n da pra chamar pelo ponto do mapa..tem q melhorar",1,0
Novo aplicativo é uma merda!!!,1,0
"Essa nova versão que publicaram no início de 2018 está ruim demais. O GPS se confunde, só escuto motoristas reclamarem que também não acham endereços (taxi ou pop), não posso mais pedir taxi sem desconto (o que é fundamental quando estou com pressa), a plataforma vive enviando carros que estão longe demais, enfim, triste. Aguardando ansiosamente uma revisão e no meio tempo, usando outros aplicativos.",1,0
"Boa tarde! 
As tarifas estão sendo finalizadas com valores maiores dos que a apare-se fadas no início do pedido no aplicativo.
Não foi a primeira vez.
Favor verificar
Obrigada
Nice",3,1
Com a atualização ficou horrível. Não dá mais para usar. Uma pena.,1,0
"O aplicativo era muito bom ate a ultima atualização. Não consigo atualizar o destino, aplicativo lento, trava a todo momento. Voltando para o Uber",1,0
"O app caiu muito de qualidade desde que foi reformulado. Esta cada vez mais parecido com uber.

Não da mais para escolher carro com motorista mulher, o que, para clientes mulheres, é de extrema importância; não da mais para escolher carro pet-friendly, o que, para clientes donos de pet também é de extrema importância; agora é obrigatório informar o destino da corrida para chamar um táxi, o que, na cidade do Rio de Janeiro, é um grande problema, visto que aqui é comum os motoristas escolherem corrida pelo destino dos clientes, que, diga-se de passagem, é PROIBIDO por lei.

Nessas circunstâncias, vejo-me obrigada e migrar para outros aplicativos de táxi, infelizmente.",1,0
"PARA DE FAZER PROPAGANDA NO YOUTUBE CARALHO, DX EU VER MEUS VÍDEOS EM PAZ, VCS SÃO MT CHATO",1,0
"1) Sumiu a opção que você deixava o taxista saber que você está transportando animais de estimação. Já sofri hostilidade demais com a nova versão.
2) Não respeita o endereço de partida, sempre pega a coordenada do celular. Pra que me solicitar o endereço de partida então?
3) O chat de menagem é lento e péssimo.

É uma pena que o Easy Taxi consegue ser pior e diversos outros aplicativos de táxi que testei não funcionam.",1,0
Ja reclamei em todos canais e nao funciona!,1,0
"Não uso mais! Easytaxi ganhou exclusividade agora! Chamei o táxi com desconto e ele não foi aplicado na minha corrida, o app não entra mais automático com o gps para o motorista, tendo eu que fazer o papel de gps, não apareceu forma me pagamento em cartão para o motorista... ou seja tá ruim demais!!",5,1
"Este ultimo update é um lixo, lento, nao encontra o endereço exato, nao identifica os pontos de encontro, não permite abrir uma corrida ja dentro do taxi, e por ai vai, houve um grande retrocesso em um app que funcionava muito bem! Uso o app diariamente e estou muito decepcionado.",1,0
"A atualização do aplicativo não está legal!
Não conseguimos mais editar um ponto de referência, e ao inserir um ponto automaticamente, aparece em ruas distantes, ou quando perto, do outro lado da rua... Muito ruim!",1,0
"Motoristas sempre muito longe, ao solicitarmos a viagem",3,1
"Péssimo.
Vocé digita sua origem e aparece um mapa onde você tem que reposicionar sua localização
Mas o pior: os taxis sumiram!
Ao concluir a entrada se origem, destino e tipo de pagamento, o aplicativo busca os taxis (como na versão anterior), mas os taxis sumiram!
E, sim, tem taxi na redondeza. Estou no centro de São Paulo, durante o dia, em dia útil.
Como me arrependo de ter atualizado o app.",1,0
"A última versão (6.2.2) ficou uma porcaria.
1) Meu histórico de corridas foi zerado;
2) Recuou-se a trabalhar com o cartão de crédito que já estava sendo usado;
3) Sumiu com a opção de gorjetas;
4) Perdeu a integração com o app VAH;
Update 6/Fev:
5) Os descontos promocionais não estão funcionando.",1,0
"1) Não tem opção de siar da conta.

2) Não tem como colocar o endereço exato.

3) Está com bug, quando chamo o motorista ele aparece o tempo estimado portando esse tempo não diminui e do nada o aplicativo avisa que o motorista está aguardando fora.",1,0
Com a atualização meu cadastro simplesmente desapareceu. Ao abrir o app ele pede para iniciar um cadastro e... surpresa! Informa que o e-mail já está em uso e não consigo mais usar. Péssimo.,1,0
"Aplicativo pensado nas pessoas: transparente, facil de usar, respeita o usuário. Resolvem todo tipo de problema e sao muito atenciosos, ao contrario do Uber.",5,1
"O aplicativo atualizou sozinho. Sumiu com meu histórico de corridas, deletou meus endereços e não chama mais o táxi sem destino. Nem tem a opção de pagamento com crédito ou débito no táxi.
Horrível",1,0
"Piorou muito após a recente atualização o App ficou uma cópia do uber, e àquilo que o diferenciava já não existe mais. Principalmente o fato de ser obrigatório a colocação do endereço de destino no App e para o motorista está mais complicado para ele entender qual é exatamente o ponto em que eu estou.",2,0
"Não baixem/atualizem!! Não consigo mais encontrar endereço na busca, sumiram todo meu historico e enderecos salvos! O SAC é padrao, não ajudaram em nada",4,1
"A opção de levar cães sumiu sem nenhum aviso. Sem a opção PET o passageiro depende do motorista aceitar ou não, o que gera grande estresse, ou seja, impossibilita o uso. Isto reduz o bem estar dos donos e dos animais. Espero que retomem logo a opção.",1,0
"É inacreditável como a empresa vem conseguindo PIORAR este que já foi um dos melhores aplicativos de táxi do Brasil.

Esta nova versão está terrível, o GPS simplesmente não funciona direito, hoje levei 25 minutos para conseguir pedir um táxi, atividade que em mais de 4 anos de usuário nunca levou mais de 2 minutos.

Se vocês estão tentando quebrar a empresa e perder todos os clientes, parabéns vocês estão no caminho certo, pois acabaram de perder um cliente que usava 2 Táxis por dia com vocês já há mais de 4 anos.

Conheço outros usuários e eles estão passando pelos mesmos problemas! Tenho curiosidade de saber como é o processo de QA de vocês, pois aparentemente ele não existe.",1,0
"New update missing Pet friendly drivers!!! I’m so angry!
Nova atualização sumiu com a opção de motoristas que aceitam transporte de Pets. 
Estou muito irritado!!!",1,0
E não sei onde verifico a opção de pagamento!,5,1
"Quando pedi a corrida apareceu 45,00 e fui cobrada por 56,00",1,0
99 era o melhor aplicativo. Hoje virou uma bela merda. Pior serviço com o preço mais caro e disfarçando extorsão como benefício. Parabéns.,1,0
"Não possui uma área de abrangência significativa em São Paulo, pouca disponibilidade, bugs, não demonstra estimativa de preço da viagem, preço maior do que os de concorrentes. Além disso muitas mensagens de spam tanto no app quanto no e-mail!",1,0
Muito bom,5,1
"Parabéns pela equipe que fica no saguão do embarque Galeão. Jovens super educados, simpáticos e eficientes!!!! Parabéns",5,1
"Desde a última atualização tenho enfrentado muitos problemas, desde corridas abertas em que o motorista não sabe que a corrida é dele, até corridas canceladas pelo motorista ou pelo próprio sistema onde o app ainda sugere que seja dada uma gorjeta.",5,1
Um absurdo a forma como vcs fazem esse pagamento. Eu pedi um motorista e o valor era pra ser mais ou menos 11 reias. Quando ele fechou a corrida deu 35 reais. Não tinha trânsito nem nada. Um roubo isso! Costumo pegar Uber todos os dias para ir e voltar do trabalho e peguei o 99 um dia para testar e vcs são uns ladroes! Bando e sem noção q cobra mais q 100% do valor mostrado! Se depender de mim vocês nunca mais vão ter clientes.,1,0
"Solicitei um carro e veio um táxi velho, com motorista de táxi típico (sujo e não respeita leis de trânsito). Nunca mais utilizarei.",1,0
"Com muita frequência motoristas cancelam corridas, sem que haja da parte do App nenhuma penalidade. Pelo que ouvi de motoristas, se alguém dá sinal na rua, eles cancelam a corrida e pegam o passageiro na rua por uma melhor compensação",3,1
Esperei mais de 20 minutos por um carro que era para demorar 7 minutos. Os últimos 10 minutos de espera o carro não mudou de local. E além não respondeu para dizer o que estava acontecendo. Infelizmente não usarei mais.,1,0
"Aceitar com normalidade é ótimo mas Incentivar e glamorizar determinadas posições sociais em propagandas de cunho sexual extremamente como se fosse obrigatório ser gay para ser bacana é ridículo. Não sou homofóbico mas achei um exagero absurdo a propaganda homosexual pop. 
Fiquem com suas posições de INCENTIVO à homosexualidade. JAMAIS VOLTAREI A USAR 99",1,0
Usando no iPad Air. Não tem um lugar pra cancelar a corrida e o botão amarelo de confirmar cobre o preço dificultando a visualização do mesmo. Corrijam isso. Eh fácil e vai melhorar muito a utilização do app.,3,1
Aplicativo nao tem locais favoritos....,4,1
Muito bom motorista.,5,1
"A nova versão está instável, com muita dificuldade para definir local de embarque e destino.
Piorou muito!!!",2,0
Qdo solicito o carro o preço é muito menor q a tarifa final,4,1
"Coisas como um 99 família , contato mais eficaz c o motorista etc",3,1
"Está nova versão do aplicativo esta com problemas no GPS, dificulta tanto par o Cliente e principalmente para o motorista",2,0
"Nem cartão nem paypal. 
Não consigo usar o app.",1,0
Muito bom,5,1
"Sem Amex, só viagens pessoais.",5,1
"Para mim o pior app de táxi
Provavelmente vou parar de usar e não indico mais
Sempre da problema na opção que escolho ou com o taxista
E quando a gente quer resolver não resolvem nosso problema",1,0
App trava e não mostra motorista e veículo,1,0
Legal,5,1
99,5,1
"Alguns erros como na procura de carros , dão feedbacks não muito verbosos, não consigo ter certeza de qual foi o erro. De resto tudo ok!",4,1
"Recomendo uso quase todo dia porém se choveu, como todos os outros aplicativos, vai te deixar na mão....",1,0
Acabei de fazer uma corrida avaliada em 36 reais e cobraram 45 no meu cartão. Revoltada.,5,1
"Why not have the option to send code to email???
Does no good if you discover this app while traveling outside your phone’s country code!",1,0
"Alguns problemas têm acontecido: seleciona a corrida e o app reinicia sozinho, como se não houvesse táxi a caminho, GPS que indica que você está a quadras de distância do local correto... Mas ainda é o melhor aplicativo para pedir táxis, com a melhor interface para o usuário.",4,1
"Que app ridículo, como não tem opção de sair da conta? Tenho que apagar o app para sair da minha conta?",1,0
Realmente a 99 está se superando! Além dos melhores preços e do aplicativo são os mais confiáveis do mercado. Recomendo de boca cheia !,5,1
"Não consigo finalizar o cadastro nem fazer o login!
Há meses baixo o App e reinstalei mas não consigo utilizar!!",1,0
"O app fica mandando propagandas como notificações. Não tem como manter as notificações ligadas. Só habilito as notificações se chamo um carro, pra depois ter que desabilitar, muito ruim isso.",3,1
Melhor que uber,5,1
"Prático e rápido, muitos motoristas disponíveis. Recomendo",5,1
Solução nacional que funciona melhor que o uber. Apoio.,5,1
"Eu preciso usar o aplicativo agora e ele não me envia o sms pra cadastrar!!! Pensei que fosse rápido, se demorar muito vou optar pelo uber mesmo",2,0
App feita por gente competente!,5,1
"Você pede taxi e quando chega NUNCA é o carro descrito na chamada. Além disso, por diversas vezes chamei e o motorista simplesmente nunca chegava. PÉSSIMO SERVIÇO!",4,1
Ótimo opção de taxi com bons descontos.,5,1
Boa app. Bom serviço. Carros geralmente novos. Motoristas profissionais.,5,1
"Tiraram a opção de desconto e colocaram uma que se paga 10 reais a mais! Nunca mais usarei!

Cada dia piora as vantagens pra quem usa taxi! 
Cada dia um problema novo!
Hj iniciaram uma corrida sem eu estar no carro! Ao ligar o motorista falou que pegou o passageiro errado. 
Cada dia mais decepção!",1,0
"Aplicativo deixa a desejar em relação aos concorrentes. Os descontos não são aplicados corretamente. O aplicativo não tem um canal direto para reclamações. Na verdade, a resposta automática da reclamação manda um link e neste link não se consegue logar para reclamar. Sugiro o easy Taxi.",1,0
O melhor app em termos de design e usabilidade. Peço que as promoções aconteçam frequentemente pois é uma excelente surpresa contar com essas ofertas constantes.,5,1
Cancelei corrida e não cancelou... Chamei outro motorista e vieram os dois... corrida cancelada do lado do cliente e ativa do lado do motorista. Só quero ver a conta no cartão.,2,0
O aplicativo tem um bom serviço e ótimos preços.,5,1
Vários descontos para incentivar novos usuários e a opção de trocar mensagens entre o motorista e o passageiro é muito interessante,5,1
Muito mais moderno. Muito mais pratico. Com muitos descontos e incentivos para passageiros e motoristas. A ferramenta de troca de mensagem entre passageiros e motorista é ótima. Enfim. Pra mim o melhor app de transporte da Apple parabéns 99,5,1
